inst,pin,x,y,dist_left,dist_right,dist_bottom,dist_top
_07893_,A2,477.56253,655.3855,477.5625305175781,394.4374694824219,655.385498046875,211.802001953125
_07891_,Y,462.5417,641.7188,462.54168701171875,409.45831298828125,641.7188110351562,225.46868896484375
_07893_,B1,479.00003,655.3855,479.0000305175781,392.9999694824219,655.385498046875,211.802001953125
_07892_,Y,461.96252,655.5938,461.9625244140625,410.0374755859375,655.5938110351562,211.59368896484375
_08364_,B,521.3958,648.3959,521.3958129882812,350.60418701171875,648.3958740234375,218.7916259765625
_07895_,A1,522.30206,640.7084,522.3020629882812,349.69793701171875,640.7083740234375,226.4791259765625
_07893_,Y,478.13544,655.5938,478.13543701171875,393.86456298828125,655.5938110351562,211.59368896484375
_07948_,A1,454.64587,586.01044,454.6458740234375,417.3541259765625,586.0104370117188,281.17706298828125
_07924_,A1,459.72296,586.01044,459.72296142578125,412.27703857421875,586.0104370117188,281.17706298828125
_07900_,A1,462.6042,627.7396,462.60418701171875,409.39581298828125,627.7396240234375,239.4478759765625
_07899_,A1,460.72296,634.573,460.72296142578125,411.27703857421875,634.572998046875,232.614501953125
_07896_,X,450.20837,641.7126,450.2083740234375,421.7916259765625,641.7125854492188,225.47491455078125
_07948_,A2,456.1042,585.59375,456.10418701171875,415.89581298828125,585.59375,281.59375
_07924_,A2,458.56253,585.59375,458.5625305175781,413.4374694824219,585.59375,281.59375
_07900_,A2,464.12503,625.3376,464.1250305175781,407.8749694824219,625.3375854492188,241.84991455078125
_07897_,X,443.58337,627.8438,443.5833740234375,428.4166259765625,627.8438110351562,239.34368896484375
_07899_,A2,459.56253,634.1563,459.5625305175781,412.4374694824219,634.1563110351562,233.03118896484375
_07898_,X,456.4417,634.7813,456.44171142578125,415.55828857421875,634.7813110351562,232.40618896484375
_07900_,B1,461.56253,627.7396,461.5625305175781,410.4374694824219,627.7396240234375,239.4478759765625
_07899_,Y,461.84796,634.7813,461.84796142578125,410.15203857421875,634.7813110351562,232.40618896484375
_10551_,A3,473.6042,648.0313,473.60418701171875,398.39581298828125,648.0313110351562,219.15618896484375
_07902_,A2,473.15628,641.6084,473.1562805175781,398.8437194824219,641.6083984375,225.5791015625
_07900_,X,459.20837,628.1771,459.2083740234375,412.7916259765625,628.1771240234375,239.0103759765625
_07902_,B1,471.62503,641.6084,471.6250305175781,400.3749694824219,641.6083984375,225.5791015625
_07901_,Y,468.96252,634.7813,468.9625244140625,403.0374755859375,634.7813110351562,232.40618896484375
_10452_,A2,503.37503,654.5834,503.3750305175781,368.6249694824219,654.5833740234375,212.6041259765625
_08410_,B,491.39587,655.3334,491.3958740234375,380.6041259765625,655.3333740234375,211.8541259765625
_07905_,A2,480.56253,641.0938,480.5625305175781,391.4374694824219,641.0938110351562,226.09368896484375
_07902_,X,469.58337,641.7188,469.5833740234375,402.4166259765625,641.7188110351562,225.46868896484375
_07905_,B1,483.51462,641.10425,483.5146179199219,388.4853820800781,641.104248046875,226.083251953125
_07904_,Y,487.95837,641.7188,487.9583740234375,384.0416259765625,641.7188110351562,225.46868896484375
_07911_,A0,461.61462,613.7605,461.6146240234375,410.3853759765625,613.760498046875,253.427001953125
_07907_,Y,461.4792,607.0313,461.47918701171875,410.52081298828125,607.0313110351562,260.15618896484375
_07911_,A1,463.4167,613.3438,463.41668701171875,408.58331298828125,613.3438110351562,253.84368896484375
_07908_,Y,465.4792,600.0938,465.47918701171875,406.52081298828125,600.0938110351562,267.09368896484375
_07958_,A2,441.15628,613.8584,441.1562805175781,430.8437194824219,613.8583984375,253.3291015625
_07937_,A2,446.56253,613.7605,446.5625305175781,425.4374694824219,613.760498046875,253.427001953125
_07910_,A2,459.1917,621.8021,459.19171142578125,412.80828857421875,621.8021240234375,245.3853759765625
_07909_,Y,445.13544,634.7813,445.13543701171875,426.86456298828125,634.7813110351562,232.40618896484375
_07911_,S,456.70212,613.66046,456.7021179199219,415.2978820800781,613.6604614257812,253.52703857421875
_07910_,Y,458.04587,620.9063,458.0458679199219,413.9541320800781,620.9063110351562,246.28118896484375
_07915_,A2,466.56253,613.3438,466.5625305175781,405.4374694824219,613.3438110351562,253.84368896484375
_07911_,Y,461.95837,614.0834,461.9583740234375,410.0416259765625,614.0833740234375,253.1041259765625
_07913_,A0,459.61462,599.8855,459.6146240234375,412.3853759765625,599.885498046875,267.302001953125
_07912_,Y,452.4792,600.0938,452.47918701171875,419.52081298828125,600.0938110351562,267.09368896484375
_07914_,A1,469.30212,606.0209,469.3021240234375,402.6978759765625,606.0208740234375,261.1666259765625
_07913_,Y,459.95837,600.2084,459.9583740234375,412.0416259765625,600.2083740234375,266.9791259765625
_07915_,B1,469.51462,613.35425,469.5146179199219,402.4853820800781,613.354248046875,253.833251953125
_07914_,X,473.36462,607.0313,473.3646240234375,398.6353759765625,607.0313110351562,260.15618896484375
_10452_,A3,501.6042,654.9688,501.60418701171875,370.39581298828125,654.9688110351562,212.21868896484375
_08428_,A2,500.56253,641.0938,500.5625305175781,371.4374694824219,641.0938110351562,226.09368896484375
_07917_,A2,476.56253,599.4688,476.5625305175781,395.4374694824219,599.4688110351562,267.71868896484375
_07915_,Y,468.84796,613.9688,468.84796142578125,403.15203857421875,613.9688110351562,253.21868896484375
_07917_,B1,479.51462,599.47925,479.5146179199219,392.4853820800781,599.479248046875,267.708251953125
_07916_,Y,490.95837,600.0938,490.9583740234375,381.0416259765625,600.0938110351562,267.09368896484375
_07932_,A,479.6042,572.0833,479.60418701171875,392.39581298828125,572.0833129882812,295.10418701171875
_07918_,Y,488.95837,586.21875,488.9583740234375,383.0416259765625,586.21875,280.96875
_07921_,B1,461.51462,564.7917,461.5146179199219,410.4853820800781,564.7916870117188,302.39581298828125
_07920_,Y,460.4792,572.34375,460.47918701171875,411.52081298828125,572.34375,294.84375
_07925_,A0,466.33337,585.59375,466.3333740234375,405.6666259765625,585.59375,281.59375
_07921_,Y,460.84796,565.40625,460.84796142578125,411.15203857421875,565.40625,301.78125
_07923_,B1,465.51462,571.7292,465.5146179199219,406.4853820800781,571.7291870117188,295.45831298828125
_07922_,Y,469.4792,572.34375,469.47918701171875,402.52081298828125,572.34375,294.84375
_07925_,A1,466.30212,585.2083,466.3021240234375,405.6978759765625,585.2083129882812,281.97918701171875
_07923_,Y,464.84796,572.34375,464.84796142578125,407.15203857421875,572.34375,294.84375
_07925_,S,463.39587,586.01044,463.3958740234375,408.6041259765625,586.0104370117188,281.17706298828125
_07924_,Y,460.84796,586.21875,460.84796142578125,411.15203857421875,586.21875,280.96875
_08444_,B,473.27502,585.9583,473.2750244140625,398.7249755859375,585.9583129882812,281.22918701171875
_07931_,B,477.27502,585.9583,477.2750244140625,394.7249755859375,585.9583129882812,281.22918701171875
_07925_,X,470.36462,586.21875,470.3646240234375,401.6353759765625,586.21875,280.96875
_07930_,A1,459.70837,578.65625,459.7083740234375,412.2916259765625,578.65625,288.53125
_07926_,Y,458.39587,579.28125,458.3958740234375,413.6041259765625,579.28125,287.90625
_07929_,B1,451.58337,571.71875,451.5833740234375,420.4166259765625,571.71875,295.46875
_07927_,Y,449.29587,572.34375,449.2958679199219,422.7041320800781,572.34375,294.84375
_07929_,B2,453.37503,572.13544,453.3750305175781,418.6249694824219,572.1354370117188,295.05206298828125
_07928_,Y,444.01044,572.34375,444.01043701171875,427.98956298828125,572.34375,294.84375
_07930_,B1,463.00003,579.07294,463.0000305175781,408.9999694824219,579.0729370117188,288.11456298828125
_07929_,Y,453.2542,572.6604,453.25421142578125,418.74578857421875,572.660400390625,294.527099609375
_08444_,C,474.43753,585.9583,474.4375305175781,397.5624694824219,585.9583129882812,281.22918701171875
_07931_,C,478.43753,585.9583,478.4375305175781,393.5624694824219,585.9583129882812,281.22918701171875
_07930_,Y,462.13544,579.28125,462.13543701171875,409.86456298828125,579.28125,287.90625
_07932_,B,481.39587,572.0833,481.3958740234375,390.6041259765625,572.0833129882812,295.10418701171875
_07931_,Y,477.4417,586.21875,477.44171142578125,394.55828857421875,586.21875,280.96875
_07950_,A1,451.56253,537.03125,451.5625305175781,420.4374694824219,537.03125,330.15625
_07939_,A,455.50003,551.32294,455.5000305175781,416.4999694824219,551.3229370117188,315.86456298828125
_07933_,Y,447.39587,551.53125,447.3958740234375,424.6041259765625,551.53125,315.65625
_07957_,A2,443.56253,565.19794,443.5625305175781,428.4374694824219,565.1979370117188,301.98956298828125
_07935_,A2,450.15628,565.29584,450.1562805175781,421.8437194824219,565.2958374023438,301.89166259765625
_07934_,X,449.58337,593.1563,449.5833740234375,422.4166259765625,593.1563110351562,274.03118896484375
_08087_,A,449.62503,502.34378,449.6250305175781,422.3749694824219,502.3437805175781,364.8437194824219
_07991_,A,456.62503,502.34378,456.6250305175781,415.3749694824219,502.3437805175781,364.8437194824219
_07970_,B,454.15628,530.09375,454.1562805175781,417.8437194824219,530.09375,337.09375
_07938_,A1,449.72296,551.32294,449.72296142578125,422.27703857421875,551.3229370117188,315.86456298828125
_07935_,X,446.58337,565.40625,446.5833740234375,425.4166259765625,565.40625,301.78125
_07958_,B1,439.62503,613.8584,439.6250305175781,432.3749694824219,613.8583984375,253.3291015625
_07937_,B1,448.00003,613.7605,448.0000305175781,423.9999694824219,613.760498046875,253.427001953125
_07936_,Y,453.4417,613.9688,453.44171142578125,418.55828857421875,613.9688110351562,253.21868896484375
_08087_,B,448.45837,501.57294,448.4583740234375,423.5416259765625,501.57293701171875,365.61456298828125
_07991_,B,455.45837,501.57294,455.4583740234375,416.5416259765625,501.57293701171875,365.61456298828125
_07970_,C,452.6667,530.09375,452.66668701171875,419.33331298828125,530.09375,337.09375
_07938_,A2,448.56253,550.90625,448.5625305175781,423.4374694824219,550.90625,316.28125
_07937_,Y,447.13544,613.9688,447.13543701171875,424.86456298828125,613.9688110351562,253.21868896484375
_07939_,B,455.55212,551.67706,455.5521240234375,416.4478759765625,551.6770629882812,315.51043701171875
_07938_,Y,450.84796,551.53125,450.84796142578125,421.15203857421875,551.53125,315.65625
_10460_,A2,469.84378,580.17706,469.8437805175781,402.1562194824219,580.1770629882812,287.01043701171875
_07941_,A2,475.15628,572.23334,475.1562805175781,396.8437194824219,572.2333374023438,294.95416259765625
_07939_,Y,457.5417,551.53125,457.54168701171875,414.45831298828125,551.53125,315.65625
_10460_,B1,471.33337,577.96875,471.3333740234375,400.6666259765625,577.96875,289.21875
_07941_,B1,473.62503,572.23334,473.6250305175781,398.3749694824219,572.2333374023438,294.95416259765625
_07940_,Y,444.96252,586.21875,444.9625244140625,427.0374755859375,586.21875,280.96875
_08456_,A2,531.5625,578.65625,531.5625,340.4375,578.65625,288.53125
_07943_,A2,526.5625,571.71875,526.5625,345.4375,571.71875,295.46875
_07941_,X,471.58337,572.34375,471.5833740234375,400.4166259765625,572.34375,294.84375
_07943_,B1,529.5146,571.7292,529.5145874023438,342.48541259765625,571.7291870117188,295.45831298828125
_07942_,Y,531.9583,572.34375,531.9583129882812,340.04168701171875,572.34375,294.84375
_07947_,A2,459.56253,557.84375,459.5625305175781,412.4374694824219,557.84375,309.34375
_07946_,X,456.4417,565.40625,456.44171142578125,415.55828857421875,565.40625,301.78125
_08043_,A,451.48337,454.02087,451.4833679199219,420.5166320800781,454.0208740234375,413.1666259765625
_08012_,A2,459.76044,455.3542,459.76043701171875,412.23956298828125,455.35418701171875,411.83331298828125
_08011_,A1,454.56253,447.20837,454.5625305175781,417.4374694824219,447.2083740234375,419.9791259765625
_07976_,A1,455.56253,509.28128,455.5625305175781,416.4374694824219,509.2812805175781,357.9062194824219
_07950_,A2,452.85837,538.55206,452.8583679199219,419.1416320800781,538.5520629882812,328.63543701171875
_07947_,Y,461.84796,558.46875,461.84796142578125,410.15203857421875,558.46875,308.71875
place223,A,453.07712,579.17706,453.0771179199219,418.9228820800781,579.1770629882812,288.01043701171875
_07948_,Y,452.40002,586.21875,452.4000244140625,419.5999755859375,586.21875,280.96875
_07950_,B1,456.43753,537.3958,456.4375305175781,415.5624694824219,537.3958129882812,329.79168701171875
_07949_,Y,450.39587,537.65625,450.3958740234375,421.6041259765625,537.65625,329.53125
_07951_,B,457.30212,544.38544,457.3021240234375,414.6978759765625,544.3854370117188,322.80206298828125
_07950_,Y,455.28546,537.65625,455.28546142578125,416.71453857421875,537.65625,329.53125
_08480_,A2,472.3542,544.38544,472.35418701171875,399.64581298828125,544.3854370117188,322.80206298828125
_07952_,B,462.56253,543.96875,462.5625305175781,409.4374694824219,543.96875,323.21875
_07951_,X,459.5417,544.6604,459.54168701171875,412.45831298828125,544.660400390625,322.527099609375
_07956_,A1,468.72296,537.44794,468.72296142578125,403.27703857421875,537.4479370117188,329.73956298828125
_07952_,Y,463.96252,544.59375,463.9625244140625,408.0374755859375,544.59375,322.59375
_08480_,B1,474.56253,544.38544,474.5625305175781,397.4374694824219,544.3854370117188,322.80206298828125
_07954_,B,468.39587,544.3333,468.3958740234375,403.6041259765625,544.3333129882812,322.85418701171875
_07953_,X,451.32712,544.71875,451.3271179199219,420.6728820800781,544.71875,322.46875
_07956_,A2,467.56253,537.03125,467.5625305175781,404.4374694824219,537.03125,330.15625
_07954_,Y,467.95837,544.59375,467.9583740234375,404.0416259765625,544.59375,322.59375
_07956_,B1,470.51462,537.0417,470.5146179199219,401.4853820800781,537.0416870117188,330.14581298828125
_07955_,Y,475.95837,537.65625,475.9583740234375,396.0416259765625,537.65625,329.53125
_08073_,A,434.48337,495.64587,434.4833679199219,437.5166320800781,495.6458740234375,371.5416259765625
_08023_,A1,438.56253,495.77087,438.5625305175781,433.4374694824219,495.7708740234375,371.4166259765625
_07988_,A1,444.56253,495.77087,444.5625305175781,427.4374694824219,495.7708740234375,371.4166259765625
_07959_,A,441.6042,530.4583,441.60418701171875,430.39581298828125,530.4583129882812,336.72918701171875
_07957_,Y,444.13544,565.40625,444.13543701171875,427.86456298828125,565.40625,301.78125
_08073_,B,436.27502,495.77087,436.2750244140625,435.7249755859375,495.7708740234375,371.4166259765625
_08023_,A2,439.84378,496.92712,439.8437805175781,432.1562194824219,496.9271240234375,370.2603759765625
_07988_,A2,445.84378,496.92712,445.8437805175781,426.1562194824219,496.9271240234375,370.2603759765625
_07959_,B,443.39587,530.4583,443.3958740234375,428.6041259765625,530.4583129882812,336.72918701171875
_07958_,X,437.58337,613.9688,437.5833740234375,434.4166259765625,613.9688110351562,253.21868896484375
_07971_,A1,444.56253,530.4583,444.5625305175781,427.4374694824219,530.4583129882812,336.72918701171875
_07959_,Y,442.95837,530.71875,442.9583740234375,429.0416259765625,530.71875,336.46875
_08086_,A1,446.6042,482.05212,446.60418701171875,425.39581298828125,482.0521240234375,385.1353759765625
_08072_,A1,450.72296,481.94794,450.72296142578125,421.27703857421875,481.94793701171875,385.23956298828125
_07998_,A1,447.43753,488.88544,447.4375305175781,424.5624694824219,488.88543701171875,378.30206298828125
_07976_,B1,460.43753,509.64587,460.4375305175781,411.5624694824219,509.6458740234375,357.5416259765625
_07967_,B1,454.56253,523.57294,454.5625305175781,417.4374694824219,523.5729370117188,343.61456298828125
_07966_,B1,461.73962,516.7021,461.7396240234375,410.2603759765625,516.7020874023438,350.48541259765625
_07962_,C,439.52087,516.21875,439.5208740234375,432.4791259765625,516.21875,350.96875
_07960_,Y,439.84796,537.65625,439.84796142578125,432.15203857421875,537.65625,329.53125
_07971_,A2,445.84378,531.61456,445.8437805175781,426.1562194824219,531.6145629882812,335.57293701171875
_07962_,Y,440.75003,516.84375,440.7500305175781,431.2499694824219,516.84375,350.34375
_07992_,A2,445.56253,516.63544,445.5625305175781,426.4374694824219,516.6354370117188,350.55206298828125
_07968_,A2,446.43753,523.57294,446.4375305175781,425.5624694824219,523.5729370117188,343.61456298828125
_07963_,X,452.32712,516.96875,452.3271179199219,419.6728820800781,516.96875,350.21875
_07968_,A3,444.64587,523.3958,444.6458740234375,427.3541259765625,523.3958129882812,343.79168701171875
_07964_,Y,443.01044,523.78125,443.01043701171875,428.98956298828125,523.78125,343.40625
_07976_,A3,459.1292,509.69794,459.12921142578125,412.87078857421875,509.69793701171875,357.48956298828125
_07969_,B,456.39587,516.5833,456.3958740234375,415.6041259765625,516.5833129882812,350.60418701171875
